dmg,acc_date,type,reg,operator,fatal,location
sub,03-Jan-22,British Aerospace 4121 Jetstream 41,ZS-NRJ,SA Airlink,0,near Venetia Mine Airport
sub,04-Jan-22,British Aerospace 3101 Jetstream 31,HR-AYY,LANHSA - Línea Aérea Nacional de Honduras S.A,0,Roatán-Juan Manuel Gálvez International Airport (RTB)
sub,05-Jan-22,Boeing 737-4H6,EP-CAP,Caspian Airlines,0,Isfahan-Shahid Beheshti Airport (IFN)
w/o,08-Jan-22,Tupolev Tu-204-100C,RA-64032,"Cainiao, opb Aviastar-TU",0,Hangzhou Xiaoshan International Airport (HGH)
non,16-Jan-22,Airbus A320-214 (WL),JA24MC,Star Flyer,0,near Okayama City
sub,19-Jan-22,Cessna 208B Grand Caravan EX,YV3033,Mahan Air,0,"near Vakilabad, Arzuiyeh"
sub,22-Jan-22,Airbus A320-232,N760JB,JetBlue Airways,0,"Hayden-Yampa Valley Airport, CO (HDN)"
sub,27-Jan-22,Bombardier CL-600-2B16 Challenger 604,2-SLOW,Volare Aviation,0,Heraklion-N. Kazantzakis Airport (HER/LGIR)
sub,31-Jan-22,Bombardier CL-600-2B16 Challenger 604,N999PX,Lima Delta Co Trustee,0,London-Stansted Airport (STN)
sub,31-Jan-22,Beechcraft B300 King Air 350,C-GEAS,"Air Tindi, opf Royal Canadian Air Force - RCAF",0,"Thunder Bay Airport, ON (YQT)"
sub,02-Feb-22,Hawker 1000,N207K,Skyview LLC,0,"Islip-Long Island MacArthur Airport, NY (ISP)"
sub,05-Feb-22,Cessna 208B Grand Caravan,5H-TAZ,Care Aviation,0,New Fangak Airstrip
sub,07-Feb-22,Embraer ERJ-190-100LR,OH-LKK,Finnair,0,København-Kastrup Airport (CPH)
sub,08-Feb-22,Antonov An-26,SP-402,South Sudanese Air Force,0,Agok Airstrip
sub,11-Feb-22,Cessna 501 Citation I/SP,LV-JUO,Aviajet SA,0,"Morón-Ituzaingo Airport, BA"
w/o,11-Feb-22,Antonov An-2R,RA-33599,Kamchatsky Krechet,2,"1 km SW of Koryaki, Yelizovsky district, Kamchatka"
w/o,14-Feb-22,Let L-410UVP-E3,9S-GFA,Doren Air Congo,0,Bukavu-Kavumu Airport (BKY)
non,15-Feb-22,ATR 42-500,JA04JC,Japan Air Commuter,0,55 km NNW of Osaka Airport
sub,15-Feb-22,Britten-Norman BN-2A-9 Islander,N821RR,Air Flamenco,0,Culebra Airport (CPX)
sub,16-Feb-22,Swearingen SA226-AT Merlin IV,HK-5225,Colcharter,0,San Andres Island-Gustavo Rojas Pinilla Airport (ADZ)
sub,18-Feb-22,Embraer EMB-500 Phenom 100E,N68NH,Eclipse Transport LLC,0,"Detroit-Coleman A. Young International Airport, MI (DET)"
sub,21-Feb-22,de Havilland Canada DHC-3T Texas Turbine Otter,N413JP,Bald Mountain Air Services,0,"Umiat Airport, AK (UMT)"
sub,21-Feb-22,Raytheon Hawker 800XP,N99AP,Roper Aviation LLC,0,"Aspen-Pitkin County Airport, CO (ASE/KASE)"
sub,23-Feb-22,Cessna 208B Grand Caravan,5X-ASD,Air Serv Limited,0,Bor Airport (HSBR)
sub,24-Feb-22,Antonov An-22A,UR-09307,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
w/o,24-Feb-22,Antonov An-26-100,UR-13395,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
w/o,24-Feb-22,Antonov An-74T,UR-74010,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
sub,24-Feb-22,Cessna 208B Supervan 900,N10JA,GoJump Oceanside,0,"0,4 km NE of Oceanside Municipal Airport, CA (OCN/KOKB)"
w/o,24-Feb-22,Antonov An-26,RF-36074,Russian Air Force,,"near Ostrogozhsk, Voronezh Region"
w/o,24-Feb-22,Antonov An-26,59 blue,Ukraine Air Force,5,ca 2 km N of Zhukivtsi
w/o,26-Feb-22,Cessna 208B Grand Caravan,5H-MZA,AB Aviation,14,"2,5 km NW off Mohéli-Bandar es Eslam Airport (NWA)"
sub,27-Feb-22,Antonov An-124-100,UR-82009,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
w/o,27-Feb-22,Antonov An-225,UR-82060,Antonov Airlines,0,Kyiv-Gostomel Airport (GML)
sub,28-Feb-22,Cessna 208B Grand Caravan,N108RF,Revolution Flight,0,"Campbellton, TX"
min,28-Feb-22,Embraer ERJ 170-200 LR (ERJ-175LR),N402YX,"American Eagle, opb Republic Airlines",0,"Washington-Ronald Reagan National Airport, DC (DCA)"
sub,28-Feb-22,Cessna 208B Grand Caravan EX,PK-FSW,Spirit Avia Sentosa,0,Bilogai/Sugapa Airport (ZGP)
sub,02-Mar-22,Embraer EMB-500 Phenom 100,LV-GQN,Flyzar,0,"Angra dos Reis Airport, RJ (SDAG)"
non,03-Mar-22,Boeing 737-8AS (WL),EI-DHH,Ryanair,0,Ibiza Airport (LEIB)
sub,05-Mar-22,Dornier 228-101,CG756,Indian Coast Guard,0,Kanpur Air Force Station (VICX)
sub,06-Mar-22,Beechcraft 200 Super King Air,N8170J,HLAF AETA LLC,0,"Gulfport-Biloxi International Airport, MS (GPT)"
sub,07-Mar-22,Cessna 525B CitationJet CJ3,N22AU,Ozark Air Services,0,"Baltimore-Martin State Airport, MD (MTN)"
w/o,08-Mar-22,Cessna 208 Caravan I,C-GIPR,Bamaji Air,0,"17 km NNW of Sioux Lookout Airport, ON (YXL)"
sub,09-Mar-22,Honda HA-420 HondaJet,N903JT,Jet It LLC,0,"Pittsburgh-Allegheny County Airport, PA (AGC)"
sub,12-Mar-22,Beechcraft 1900D,HP-1948BT,Bocas Air,0,Panama City Albrook-Marcos A. Gelabert International Airport (PAC)
min,17-Mar-22,Cessna 208B Super Cargomaster,N78SA,Martinaire,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)"
sub,17-Mar-22,Cessna 208B Super Cargomaster,N9469B,Martinaire,0,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)"
w/o,21-Mar-22,Boeing 737-89P (WL),B-1791,China Eastern Airlines,132,"20 km SW of Wuzhou, Tengxian County"
non,26-Mar-22,Boeing 767-346ER,JA603J,Japan Airlines (JAL),0,90 km E of Nagoya
w/o,30-Mar-22,Cessna 208 Caravan I,D-FLIC,"Skydive Costa d'Argento, lsf Gladwings",1,Säntis Mountain
sub,01-Apr-22,Embraer EMB-110P2 Bandeirante,TG-TAN,TAG Airlines,0,Belize City-Philip S.W. Goldson International Airport (BZE)
sub,02-Apr-22,Learjet 75,N877W,Georgia Crown Distributing Co.,0,"Morristown Municipal Airport, NJ (MMU)"
w/o,07-Apr-22,Boeing 757-27A (PCF),HP-2010DAE,DHL Aero Expreso,0,San José-Juan Santamaria International Airport (SJO)
sub,08-Apr-22,Aero Modifications AMI DC-3-65TP,HK-5016,ALIANSA Colombia,0,San Felipe Airport
sub,11-Apr-22,Beechcraft A100 King Air,C-GYQK,Thunder Airlines,0,"Timmins Airport, ON (YTS)"
w/o,13-Apr-22,Gulfstream American G-1159 Gulfstream II B,N511PK,private,0,within Venezuela
sub,13-Apr-22,Basler BT-67 Turbo 67,PNC0257,Servicio Aéreo de Policia,0,Villavicencio-La Vanguardia Airport (VVC)
w/o,13-Apr-22,Cessna 208B Grand Caravan,N928JP,Gem Air,1,"0,7 km NE of Burley Municipal Airport, ID (BYI)"
sub,14-Apr-22,Fairchild SA227-DC Metro 23,N820DC,Denver Air Connection,0,"Denver International Airport, CO (DEN/KDEN)"
sub,17-Apr-22,Embraer EMB-505 Phenom 300,PP-LGD,VOAR Cooperativa,0,"Maraú-Barra Grande Airport, BA (SIRI)"
sub,17-Apr-22,Cessna 525B CitationJet CJ3,N225SC,GP Aviation LLC,0,"Caldwell Wright Airport, NJ (CDW)"
w/o,22-Apr-22,Antonov An-26B-100,UR-UZB,Constanta Airlines,1,Mykhailivka
non,26-Apr-22,Boeing 737-8AS (WL),EI-ENK,Ryanair,0,Almería Airport (LEI)
sub,30-Apr-22,Beechcraft 99A Airliner,N699CZ,Freight Runners Express,0,"Milwaukee-General Mitchell Airport (MKE/KMKE), Milwaukee, WI"
sub,30-Apr-22,Cessna 208B Grand Caravan,F-GXMP,Centre Ecole de Parachutisme Sportif de l'Ariège,0,Pamiers/Les Pujols Airport
unk,01-May-22,Boeing 737-8AS (WL),VT-SLH,SpiceJet,0,E of Durgapur
sub,03-May-22,Shorts 360-300,N744LG,Air Cargo Carriers,0,San Juan-Luis Muñoz Marín International Airport (SJU)
sub,06-May-22,Beechcraft 200 Super King Air,CC-CDY,Sociedad De Transporte Aéreo Movi Air SPA,0,Santiago-Arturo Merino Benitez Airport (SCL)
sub,06-May-22,Boeing 737-82R (WL),YR-BMM,Blue Air,0,Napoli-Capodichino Airport (NAP)
non,10-May-22,Boeing 737-883 (WL),LN-RRH,SAS Scandinavian Airlines,0,between Stavanger and Oslo
w/o,11-May-22,Viking Air DHC-6 Twin Otter 400,TJ-TIM,Caverton Helicopters (Cameroun) Ltd.,11,near Nanga Eboko
sub,11-May-22,Cessna 208 Caravan I,PT-OQR,"LBK Serviço Aéreo Especializado, opf Skydive4Fun",2,"Boituva, SP"
w/o,12-May-22,Airbus A319-115 (WL),B-6425,Tibet Airlines,0,Chongqing Jiangbei International Airport (CKG/ZUCK)
sub,20-May-22,Embraer EMB-110P1 Bandeirante,PT-SHN,Sales Taxi Aéreo,0,"Eldorado do Sul, RS"
non,21-May-22,Boeing 737-7H4 (WL),N256WN,Southwest Airlines,0,"Tacoma, Washington"
sub,24-May-22,de Havilland Canada DHC-3T Turbine Otter,N703TH,Yakutat Coastal Airlines,0,"near Dry Bay Airport, AK"
non,25-May-22,Airbus A320-232,N483UA,United Airlines,0,"Springfield, MO"
unk,27-May-22,Boeing 787-9 Dreamliner,A6-BLF,Etihad Airways,0,between Abu Dhabi and Lahore
sub,28-May-22,Beechcraft B200 King Air,ZS-PTE,Unknown,0,near Lynedoch Private Airfield
w/o,29-May-22,de Havilland Canada DHC-6 Twin Otter 300,9N-AET,Tara Air,22,Sanosware
sub,02-Jun-22,Cessna 525 CitationJet,N131PL,Kam Aviation LLC,0,"Natchitoches Regional Airport, LA"
sub,03-Jun-22,Cessna 208B Supervan 900,N7581F,GoJump Oceanside,1,"0,5 km E of Oceanside Municipal Airport, CA (OCN/KOKB)"
sub,04-Jun-22,Cessna 208 Caravan I,N90JF,Connecticut Parachutists,0,"Ellington Airport, CT (7B9)"
sub,07-Jun-22,Shorts SC.7 Skyvan 3-200,N731E,Alaskan Air Charter,0,"Chisana Field, AK (CZN)"
min,07-Jun-22,Bombardier BD-100-1A10 Challenger 300,N694PD,Pacific Dental Services,0,"Hawthorne Airport, CA (HHR)"
sub,13-Jun-22,Cessna 550 Citation II,N550GX,Northern Meridian LLC,0,"Fargo-Hector International Airport, ND (FAR)"
sub,15-Jun-22,Beechcraft B200 Super King Air,OO-LET,ASL - Air Service Liege,0,Liège Airport (LGG)
sub,16-Jun-22,Boeing 737-3M8 (QC),9S-ABJ,Gomair,0,Kananga Airport (KGA)
min,17-Jun-22,Boeing 777-228ER,F-GSPQ,Air France,0,"New York-John F. Kennedy International Airport, NY (JFK)"
min,17-Jun-22,Airbus A330-202,EI-EJL,ITA Airways,0,"New York-John F. Kennedy International Airport, NY (JFK)"
w/o,21-Jun-22,McDonnell Douglas MD-82,HI1064,RED Air,0,"Miami International Airport, FL (MIA)"
w/o,21-Jun-22,Antonov An-2R,RA-17742,Techservice,2,"46 km SE of Sebyan-Kyuel, Kobyaysky District"
w/o,22-Jun-22,Learjet 55C,YV3304,private,6,7 km SSE of Charallave-Óscar Machado Zuloaga Airport
sub,22-Jun-22,Antonov An-30M,30001,NPP Mir,0,70 km SE of Olenyok Airport (ONK)
unk,24-Jun-22,Fokker F-27 Friendship 500,5Y-CCE,Icon Aviation,0,Juba Airport (JUB)
w/o,24-Jun-22,Ilyushin Il-76MD,RF-78778,Russian Air Force,5,5 km ESE of Ryazan-Dyagilevo Air Base
non,25-Jun-22,de Havilland Canada DHC-8-402Q Dash 8,JA854A,"All Nippon Airways - ANA, opb ANA Wings",0,40 km WSW of Tokushima Airport
sub,26-Jun-22,Cessna 208 Supervan 900,N265KP,Alaska Seaplanes,0,"Elfin Cove Seaplane Base, AK (ELV)"
sub,xx Jun 2022,Antonov An-2R,RA-17951,Voskhod LLC,0,near Oymyakon Airfield
sub,01-Jul-22,Antonov An-12BK,UR-11316,Motor Sich,0,Uzhgorod Airport (UKLU)
non,01-Jul-22,Boeing 737-7H4 (WL),N480WN,Southwest Airlines,0,"Santa Ana-John Wayne International Airport, CA (SNA/KSNA)"
w/o,01-Jul-22,Learjet 35A,LV-BPA,Flying America SA,4,"Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA)"
sub,13-Jul-22,Gulfstream G450,HZ-A23,Alpha Star Aviation Services,0,Jeddah-King Abdulaziz International Airport (JED)
sub,13-Jul-22,Cessna 208B Super Cargomaster,N877FE,Corporate Air,0,"Salt Lake City International Airport, UT (SLC)"
sub,15-Jul-22,Raytheon Beechjet 400A,N400MX,"Aircraft Management Group, Inc",0,"Brunswick-Glynco Jetport, GA (BQK)"
sub,15-Jul-22,Antonov An-2R,RA-02240,private,2,"Prochnookopskaya, Novokubansky district, Krasnodar region"
non,16-Jul-22,Boeing 737-81D (WL),JA807X,Solaseed Air,0,120 km SW of Naha Airport
sub,16-Jul-22,Fokker 50,5Y-JSN,Icon Aviation,0,Rubkona Airport
w/o,16-Jul-22,Antonov An-12BK,UR-CIC,Meridian,8,16 km W of Kavala
w/o,18-Jul-22,Fokker 50,5Y-JXN,Jubba Airways,0,Mogadishu Aden Adde International Airport (MGQ)
non,20-Jul-22,Airbus A321-271NX,HA-LGA,Wizz Air,0,Budapest Ferenc Liszt International Airport (BUD/LHBP)
sub,21-Jul-22,Cessna 680 Citation Sovereign,C-GDCP,Anderson Air,0,"Kotzebue-Ralph Wien Memorial Airport, AK (OTZ)"
sub,22-Jul-22,Antonov An-2,ST-AUD,Crop Protection Company,0,W of Omdurman Al Hara
sub,24-Jul-22,Boeing 717-2BD,N945AT,Delta Air Lines,0,"Montreal-Pierre Elliott Trudeau International Airport, QC (YUL)"
non,25-Jul-22,Airbus A320-214,N950AV,Avianca,0,Rionegro/Medellín-José María Córdova Airport (MDE/SKRG)
non,27-Jul-22,Bombardier BD-100-1A10 Challenger 300,N557XJ,VistaJet,0,"San Francisco, CA"
sub,28-Jul-22,de Havilland Canada DHC-3T Vazar Turbine Otter,N320KT,Rust's Flying Service,0,"Talkeetna Airport, AK (TKA)"
sub,29-Jul-22,CASA C-212 Aviocar 200,N497CA,Rampart Aviation,1,"Raleigh/Durham Airport, NC (RDU)"
sub,30-Jul-22,Boeing 737-86N (WL),HS-DBR,Nok Air,0,Chiang Rai-Mae Fah Luang International Airport (CEI)
sub,05-Aug-22,Boeing 777-FDZ,A7-BFH,Qatar Airways Cargo,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
sub,06-Aug-22,Boeing 757-251 (WL),N540US,Delta Air Lines,0,"Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)"
sub,07-Aug-22,IAI 1124 Westwind,PR-OMX,Brasil Vida Táxi Aéreo,0,"Goiânia-Nacional de Aviação Aerodrome, GO (SBNV)"
sub,15-Aug-22,Cessna 560 Citation Encore,N977MR,"Raber Flight Services, LLC",0,"Aspen-Pitkin County Airport, CO (ASE/KASE)"
sub,17-Aug-22,Antonov An-24B,RA-47848,Angara Airlines,0,Ust-Kut Airport (UKX)
non,19-Aug-22,Boeing 737-824 (WL),N73270,United Airlines,0,"Pharisburg, OH"
sub,20-Aug-22,Beechcraft 99,N399TS,PACC Air,0,"Oshkosh-Wittman Field, WI (OSH)"
non,29-Aug-22,Boeing 717-2BD,N946AT,Delta Air Lines,0,"E of Detroit, MI"
sub,30-Aug-22,Cessna 208B Grand Caravan EX,PK-SNW,Smart Cakrawala Aviation,0,Sinak Airport (NKD)
w/o,31-Aug-22,Cessna 208B Grand Caravan EX,N208JM,Private,0,ca 1 km S of Abu Dhabi-Bateen Airport (AZI)
non,01-Sep-22,Boeing 737-824 (WL),N76529,United Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
sub,02-Sep-22,Airbus A320-251N,CS-TVI,TAP Air Portugal,,Conakry-Gbessia International Airport (CKY)
sub,02-Sep-22,Antonov An-2R,RA-56534,2nd Arkhangelsk United Aviation Division,0,Nes
w/o,03-Sep-22,Shorts SC.7 Skyvan 3M-400,SP-HIP,SkyForce,2,2 km SSW of Piotrków Trybunalski-Bujny Airport
non,04-Sep-22,Airbus A220-100,N113DQ,Delta Air Lines,0,"near New York-La Guardia Airport, NY (LGA/KLGA)"
non,04-Sep-22,Boeing 777-F1H,D-AALU,AeroLogic,0,Frankfurt International Airport (FRA/EDDF)
w/o,04-Sep-22,de Havilland Canada DHC-3T Turbine Otter,N725TH,Friday Harbor Seaplane Tours,10,"3 km SW off Freeland, WA"
w/o,04-Sep-22,Cessna 551 Citation II/SP,OE-FGR,GG Rent,4,37 km NW off Ventspils (Baltic Sea)
sub,07-Sep-22,Cessna 750 Citation X,N15TZ,"BVS, Inc",0,"Phoenix-Mesa Gateway Airport, AZ (AZA)"
sub,09-Sep-22,Learjet 36,N26FN,Strategic Airborne Operations,0,"San Diego-North Island NAS, CA (NZY)"
sub,09-Sep-22,Cirrus SF50 Vision Jet,N77VJ,TAC9 Inc.,0,"10 km SSW of Kissimmee Gateway Airport, FL (ISM)"
w/o,10-Sep-22,Antonov An-28,9S-GAX,TRACEP-Congo Aviation,3,13 km W of Bukavu-Kavumu Airport (BKY)
w/o,10-Sep-22,Cessna 208B Grand Caravan,PT-MES,Piquiatuba Táxi Aéreo,1,"near Porto Trombetas, PA"
sub,15-Sep-22,Fairchild SA227-AC Metro III,XA-UMW,Aeronaves TSM,0,near Ramos Arizpe
sub,19-Sep-22,Beechcraft 1900C-1,TN-AIQ,Equaflight Services,0,Pointe-Noire Agostinho-Neto International Airport (PNR)
sub,20-Sep-22,Dassault Falcon 2000,ZS-PKR,Pepkor Group,0,Pietermaritzburg Airport (PZB)
w/o,20-Sep-22,Cessna 525B CitationJet CJ3,N528DV,Pacific Cataract & Laser Institute Inc Pc,0,"Pasco-Tri-Cities Airport, WA (PSC)"
sub,20-Sep-22,British Aerospace 3201 Jetstream 32EP,OB-2152,SAETA Peru,1,El Estrecho Airport (SPEE)
sub,21-Sep-22,Britten Norman BN-2A-8 Islander,8R-GGT,Jags Aviation,0,Eteringbang Airport (SYET)
w/o,21-Sep-22,Rockwell Sabreliner 65,XB-RXG,private,0,within Zulia
sub,22-Sep-22,Boeing 737-8HC (WL),TC-SOG,SunExpress,0,Köln/Bonn-Konrad Adenauer Airport (CGN/EDDK)
sub,22-Sep-22,Antonov An-2R,ST-AUE,Crop Protection Company,0,"Yassin, east Darfur"
sub,24-Sep-22,Boeing 737-436 (SF),EC-NLS,"Swiftair, opf West Atlantic (UK)",0,Montpellier-Méditerranée Airport (MPL)
sub,25-Sep-22,Boeing 737-8V3 (WL),HP-1539CMP,Copa Airlines,0,Panama City-Tocumen International Airport (PTY)
sub,25-Sep-22,Fokker 50,5Y-FAI,Freedom Airline Express,0,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK)
sub,27-Sep-22,Cessna 550 Citation II,N409ST,ABS Equipment Leasing,0,"Waco-McGregor Executive Airport, TX (KPWG)"
sub,28-Sep-22,Boeing 757-256 (WL),TF-FIK,Icelandair Flugfélag Islands,0,London-Heathrow Airport (LHR)
sub,28-Sep-22,Boeing 777-3B5ER,HL7782,Korean Air,0,London-Heathrow Airport (LHR)
non,29-Sep-22,Boeing 737-7CT (WL),N7881A,Southwest Airlines,0,"Denver International Airport, CO (DEN/KDEN)"
sub,01-Oct-22,Boeing 737-8GJ (WL),F-GZHA,Transavia France,0,Nantes Atlantique Airport (NTE)
non,03-Oct-22,Boeing 737-8Q3 (WL),JA07RK,Japan Transocean Air,0,near Miho Airport
sub,03-Oct-22,Embraer EMB-545 Legacy 450,N179SP,Partee Aviation LLC,0,"Houston-William P. Hobby Airport, TX (HOU)"
sub,03-Oct-22,Britten-Norman BN-2A-21 Islander,VH-WQA,Torres Strait Air,0,"Moa Island, Torres Strait"
sub,05-Oct-22,ATR 42-500,SX-EIT,Sky Express,0,Athens-Elefthérios Venizélos International Airport (ATH/LGAV)
sub,12-Oct-22,Honda HA-420 HondaJet,N704JT,Jupiter Aviation LLC,0,"West Michigan Regional Airport (BIV/KBIV), Holland, MI"
w/o,13-Oct-22,de Havilland Canada DHC-3T Vazar Turbine Otter,C-FDDX,True North Airways,0,"Lac PLuto, QC"
w/o,13-Oct-22,Cessna 208B Grand Caravan,OB-2228,SAETA Peru,0,near Jeberos
sub,16-Oct-22,Cirrus SF50 Vision Jet G2,HK-5342G,Panamerican Training Center - PTC,,Santa Marta-Simón Bolívar Airport (SMR)
sub,18-Oct-22,Beechcraft 99 Airliner,C6-OFM,Flamingo Air Charter,0,Black Point Airstrip (MYEB)
sub,19-Oct-22,de Havilland Canada DHC-8-314 Dash 8,C-GJYZ,Perimeter Aviation,0,"Sandy Lake Airport, ON (ZSJ)"
non,22-Oct-22,Boeing 737-8AS (WL),EI-EKJ,Ryanair,0,Agadir-Al Massira International Airport (AGA/GMAA)
sub,23-Oct-22,Airbus A330-322,HL7525,Korean Air,0,Mactan-Cebu International Airport (CEB)
sub,25-Oct-22,Cessna 208B Grand Caravan,PK-RVA,Reven Global Transpor,0,Ilaga Airport (ILA/WABL)
w/o,27-Oct-22,Canadair CL-215-6B11 (CL-415),I-DPCN,Vigili del Fuoco,2,"near Linguaglossa, Sicily"
sub,28-Oct-22,Embraer EMB-110C Bandeirante,FAU-583,Fuerza Aérea Uruguaya - FAU,0,Montevideo-Carrasco Airport (MVD)
non,02-Nov-22,Airbus A319-132,N519NK,Spirit Airlines,0,"near New Orleans, LA"
sub,03-Nov-22,Eclipse 550,N150NE,Elite Flight Travel,0,"Mesa-Falcon Field, AZ (MSC)"
w/o,03-Nov-22,Let L-410UVP-E20,9S-GPK,Goma Express,3,c 115 km ESE of Kasese
w/o,06-Nov-22,Cessna 208B Grand Caravan,AMB 0956,Aviación Militar Bolivariana,5,3 km from Puerto Ayacucho Airport (PYH)
sub,06-Nov-22,ATR 42-500,5H-PWF,Precision Air,19,off Bukoba Airport (BKZ)
non,07-Nov-22,ATR 72-600 (72-212A),JA06JC,Japan Air Commuter,0,Kagoshima Airport (KOJ/RJFK)
sub,09-Nov-22,Boeing 737-7H4 (WL),N963WN,Southwest Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
sub,09-Nov-22,Boeing 737-823 (WL),N909NN,American Airlines,0,"Chicago-O'Hare International Airport, IL (ORD/KORD)"
non,10-Nov-22,Boeing 737 MAX 8,N316SE,American Airlines,0,"SE of Miami, FL"
w/o,12-Nov-22,Boeing B-17G Flying Fortress,N7227C,American Airpower Heritage Museum,,"Dallas Executive Airport, TX (RBD/KRBD)"
sub,14-Nov-22,Antonov An-2,CU-A1885,Risk Mondial Aviation & Recovery,0,"W of Miami-Dade County, FL"
sub,15-Nov-22,Honda HA-420 HondaJet,N789RJ,Andersen Air LLC,0,"Salt Lake City International Airport, UT (SLC)"
sub,15-Nov-22,Fairchild SA227-AT Expediter,N247DH,Ameriflight,0,"Pewaukee, WI"
min,17-Nov-22,Embraer EMB-110P1 Bandeirante,C6-CAB,LeAir Charter Services,0,Nassau-Lynden Pindling International Airport (NAS/MYNN)
sub,17-Nov-22,Beechcraft 1900D,VH-NYA,Penjet Pty Ltd,0,"Fortnum Airport (YFOR), Fortnum, WA"
w/o,18-Nov-22,Airbus A320-271N,CC-BHB,LATAM Perú,,Lima-Jorge Chávez International Airport (LIM)
w/o,18-Nov-22,Cessna 208B Grand Caravan EX,N2069B,Raisbeck Engineering,4,"near Snohomish, WA"
sub,19-Nov-22,Airbus A320-211,N330NW,Delta Air Lines,0,"near Omaha-Eppley Airfield (OMA/KOMA), Omaha, NE"
sub,20-Nov-22,Boeing 737-4Q8 (SF),TF-BBM,"Bluebird Cargo, opf ASL Airlines Belgium",0,Paris-Charles de Gaulle Airport (CDG)
sub,25-Nov-22,Cirrus SF50 Vision Jet G2,N15VJ,Verijet,0,"1,6 km SW of Indianapolis Regional Airport, IN"
non,28-Nov-22,Airbus A330-243,PR-AIY,Azul Linhas Aéreas Brasileiras,0,"near Manaus, AM"
non,29-Nov-22,Boeing 737-7H4 (WL),N946WN,Southwest Airlines,0,"near Denver, CO"
sub,29-Nov-22,Learjet 45,N988MC,Jett Aircraft,0,"Batesville Regional Airport, AR (BVX)"
sub,30-Nov-22,Learjet 36,N12FN,Aery Aviation,0,"Newport News/Williamsburg International Airport, VA (PHF)"
sub,01-Dec-22,Learjet 35A,N979RF,"REVA, Inc.",0,Guantánamo Naval Air Station (NBW)
non,03-Dec-22,Embraer ERJ-175LR,N85356,Mesa Airlines,0,"Taneytown, MD"
sub,07-Dec-22,British Aerospace BAe-146-200,CC-ACO,Antarctic Airways,0,Iquique-Diego Aracena International Airport (IQQ/SCDA)
non,08-Dec-22,Boeing 767-322ER (WL),N649UA,United Airlines,0,"near Albany, NJ"
sub,15-Dec-22,Swearingen SA226-TC Metro II,N398KL,Key Lime Air,0,"Wichita Dwight D. Eisenhower National Airport, KS (ICT)"
sub,17-Dec-22,de Havilland Canada DHC-8-402QPF Dash 8,5Y-VVY,Blue Bird Aviation,0,Abudwak Airstrip
min,18-Dec-22,Airbus A330-243,N393HA,Hawaiian Airlines,0,"65 nm NNE of Maui, HI"
non,18-Dec-22,Boeing 737-824 (WL),N87531,United Airlines,0,"near Cobán, Alta Verapaz"
unk,22-Dec-22,Boeing 787-9 Dreamliner,C-FVNF,Air Canada,0,45 nm E of Tokyo-Narita Airport (NRT/RJAA)
sub,23-Dec-22,de Havilland Canada DHC-6 Twin Otter 300,PK-OTY,Rimbun Air,0,Moanemani Airport (ONI)
non,24-Dec-22,Gulfstream GIV-X (G450),N456FX,Flexjet LLC,0,"Miami, Florida"
sub,26-Dec-22,Boeing 737-860 (WL),ET-APL,Ethiopian Airlines,0,Mogadishu Aden Adde International Airport (MGQ/HCMM)
non,26-Dec-22,Boeing 737 MAX 8-200,EI-HEY,Ryanair,0,Bremen Airport (BRE/EDDW)
sub,26-Dec-22,Boeing 737-3Z0,C5-MAB,"Tarco Aviation, lsf Mid Africa Aviation",0,Mogadishu Aden Adde International Airport (MGQ)
sub,27-Dec-22,Embraer EMB-505 Phenom 300,N16DF,Skystallion LLC,0,"Hawthorne Airport, CA (HHR)"
w/o,30-Dec-22,Canadair CL-600S Challenger 600,XB-SGV,private,2,near Venado
min,31-Dec-22,Embraer ERJ-175LR (ERJ-170-200 LR),N264NN,"American Eagle, opb Envoy Air",,"Montgomery Regional Airport (MGM/KMGM), Montgomery, AL"
w/o,31-Dec-22,Cessna 208B Grand Caravan,5X-GBR,BAR Aviation,0,Mweya Airport (HUMW)
min,02-Jan-21,Beechcraft 200 Super King Air,N831WP,"Vagus Group, Inc.",0,"White Plains-Westchester County Airport, NY (HPN)"
sub,02-Jan-21,Learjet 31A,PP-BBV,Brasil Vida Táxi Aéreo,0,"Diamantina Airport, MG (DTI)"
w/o,09-Jan-21,Cessna 560 Citation V,N3RB,SX Transport LLC,1,"23 km SE of Pine Grove, OR"
w/o,09-Jan-21,Boeing 737-524 (WL),PK-CLC,Sriwijaya Air,62,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK)
non,17-Jan-21,Boeing 777-31HER,A6-EPN,Emirates,0,Nicosia FIR
sub,19-Jan-21,Avro RJ85,G-JOTR,Jota Aviation,0,London-Biggin Hill Airport (BQH)
